participation_id,date,zone_id,race,sexe,categorie,note_participation,concours_id,lieu_id,type_concours
P000265,2025-09-27,96644757B89345886069248,Anglo-Arabe,Femelle,Junior,74.04,C0091,L0039,National
P000266,2025-08-03,96644757B88930410593624,Arabe,Female,Senior,45.84,C0154,L0068,Regional
P000267,2025-04-04,96644757B93440982531475,Arabe,F,Elite,63.0,C0008,L0020,National
P000268,2025-04-30,96644757B78111329468616,Barbe,F,Elite,72.81,C0373,L0075,Regional
P000269,2025-10-02,96644757B25593504689486,Pur-Sang Arabe,Female,Junior,65.22,C0167,L0071,National
P000270,2025-03-15,96644757B54306876372793,Pur-Sang Arabe,M,Loisir,79.16,C0250,L0014,National
P000271,2025-07-04,96644757B25654465299878,Arabe,F,Junior,79.09,C0077,L0013,National
P000272,2025-07-16,96644757B41522516415054,Anglo-Arabe,Female,Junior,79.04,C0412,L0040,Qualification
P000273,2025-10-01,96644757B12662883146655,Arabe-Barbe,M,Loisir,71.68,C0109,L0004,National
P000274,2025-09-18,96644757B34372354169334,Arabe-Barbe,M,Senior,56.2,C0283,L0023,Regional
P000275,2025-06-19,96644757B30309850889145,Arabe,F,Senior,64.91,C0436,L0033,National
P000276,2025-04-23,96644757B26045285741175,Arabe,M,Senior,72.41,C0356,L0073,Regional
P000277,2025-05-15,96644757B78111329468616,Arabe,F,Loisir,60.52,C0301,L0075,Regional
P000278,2025-05-31,96644757B42104761334354,Pur-Sang Arabe,Femelle,Junior,79.65,C0444,L0012,National
P000279,2025-03-22,96644757B69343874835814,Anglo-Arabe,Femelle,Elite,79.04,C0089,L0067,Regional
P000280,2025-08-17,96644757B26550498921337,Arabe,Male,Senior,72.65,C0481,L0007,Regional
P000281,2025-03-18,96644757B1478822582790,Pur-Sang Arabe,F,Junior,40.0,C0278,L0057,Qualification
P000282,2025-08-25,96644757B90795389022281,Arabe-Barbe,M,Senior,59.98,C0205,L0064,Regional
P000283,2025-10-02,96644757B69343874835814,Arabe,Male,Senior,88.82,C0128,L0067,Regional
P000284,2025-12-18,96644757B99021473747258,Arabe-Barbe,Male,Junior,66.64,C0372,L0017,Regional
P000285,2025-02-13,96644757B88930410593624,Barbe,Femelle,Senior,49.77,C0488,L0068,Regional
P000286,2025-10-05,96644757B48127384361052,Anglo-Arabe,F,Elite,83.3,C0345,L0009,National
P000287,2025-02-01,96644757B89345886069248,Anglo-Arabe,Femelle,Senior,68.66,C0017,L0039,National
P000288,2025-05-04,96644757B698999344864,Pur-Sang Arabe,M,Elite,85.44,C0235,L0036,National
P000289,2025-03-06,96644757B75888110493475,Anglo-Arabe,F,Loisir,73.31,C0366,L0024,Regional
P000290,2025-03-01,96644757B21316479060137,Arabe-Barbe,M,Senior,72.47,C0199,L0002,National
P000291,2025-03-06,96644757B70524131405695,Arabe,Femelle,Senior,79.11,C0386,L0058,Regional
P000292,2025-01-17,96644757B9718685225615,Arabe-Barbe,M,Senior,76.92,C0353,L0026,National
P000293,2025-10-28,96644757B50122508033550,Anglo-Arabe,M,Senior,93.98,C0034,L0050,National
P000294,2025-01-23,96644757B52167870329218,Anglo-Arabe,Female,Junior,87.14,C0279,L0031,Regional
P000295,2025-05-26,96644757B15248572972708,Arabe-Barbe,M,Senior,56.43,C0086,L0029,Qualification
P000296,2025-09-13,96644757B69343874835814,Arabe-Barbe,Male,Junior,74.42,C0243,L0067,National
P000297,2025-12-28,96644757B35891480133263,Anglo-Arabe,Femelle,Senior,81.47,C0192,L0008,Regional
P000298,2025-11-08,96644757B71822601453569,Arabe-Barbe,Female,Loisir,81.11,C0403,L0056,National
P000299,2025-02-20,96644757B1478822582790,Arabe-Barbe,M,Senior,65.91,C0434,L0057,National
P000300,2025-12-27,96644757B15248572972708,Barbe,Male,Senior,83.89,C0231,L0029,Regional
P000301,2025-08-27,96644757B93440982531475,Arabe,Female,Senior,80.13,C0268,L0020,Regional
P000302,2025-03-07,96644757B24539393832458,Barbe,Femelle,Elite,97.64,C0313,L0001,National
P000303,2025-06-13,96644757B25593504689486,Pur-Sang Arabe,Male,Senior,59.67,C0327,L0071,Qualification
P000304,2025-12-02,96644757B69656421663665,Arabe,Male,Senior,62.53,C0318,L0072,National
P000305,2025-05-24,96644757B85287588144355,Barbe,Female,Elite,70.57,C0391,L0019,National
P000306,2025-03-09,96644757B64432809888793,Pur-Sang Arabe,F,Junior,68.35,C0491,L0003,National
P000307,2025-11-16,96644757B23117375948520,Pur-Sang Arabe,Femelle,Senior,59.54,C0414,L0010,Regional
P000308,2025-12-14,96644757B51161748863193,Pur-Sang Arabe,Female,Senior,40.0,C0068,L0006,Regional
P000309,2025-12-23,96644757B83322507681707,Pur-Sang Arabe,M,Elite,67.14,C0238,L0063,Regional
P000310,2025-12-15,96644757B69343874835814,Anglo-Arabe,M,Loisir,73.65,C0231,L0067,Qualification
P000311,2025-11-15,96644757B42104761334354,Arabe-Barbe,Male,Elite,68.4,C0254,L0012,Qualification
P000312,2025-06-15,96644757B1478822582790,Anglo-Arabe,F,Senior,89.53,C0264,L0057,Qualification
P000313,2025-03-12,96644757B54306876372793,Arabe-Barbe,Female,Junior,74.52,C0359,L0014,Regional
P000314,2025-08-14,96644757B53695376753874,Pur-Sang Arabe,M,Senior,85.01,C0211,L0028,National
P000315,2025-03-22,96644757B91545835536411,Arabe-Barbe,Male,Loisir,73.96,C0132,L0045,National
P000316,2025-06-22,96644757B90056368806308,Barbe,F,Loisir,78.31,C0229,L0054,Regional
P000317,2025-08-28,96644757B99361415702964,Anglo-Arabe,Male,Loisir,76.17,C0427,L0066,Regional
P000318,2025-12-12,96644757B12662883146655,Pur-Sang Arabe,F,Junior,87.51,C0156,L0004,National
P000319,2025-04-16,96644757B91342156363380,Arabe-Barbe,F,Elite,72.96,C0011,L0015,National
P000320,2025-04-02,96644757B99920267922653,Arabe-Barbe,Male,Loisir,73.92,C0488,L0022,National
P000321,2025-09-26,96644757B75888110493475,Arabe,M,Elite,74.2,C0098,L0024,Regional
P000322,2025-01-03,96644757B78111329468616,Pur-Sang Arabe,Male,Elite,68.54,C0301,L0075,National
P000323,2025-07-26,96644757B4563753155162,Anglo-Arabe,M,Senior,72.45,C0400,L0059,Regional
P000324,2025-09-30,96644757B25874170222857,Pur-Sang Arabe,M,Elite,92.06,C0137,L0025,Regional
P000325,2025-07-21,96644757B26045285741175,Arabe-Barbe,Female,Senior,65.54,C0170,L0073,National
P000326,2025-05-21,96644757B18768670389586,Anglo-Arabe,Female,Junior,72.67,C0140,L0038,Regional
P000327,2025-10-30,96644757B18768670389586,Barbe,Female,Loisir,81.06,C0075,L0038,Qualification
P000328,2025-05-16,96644757B30309850889145,Arabe-Barbe,Femelle,Loisir,80.87,C0077,L0033,Regional
P000329,2025-09-17,96644757B54259280648674,Arabe,Male,Loisir,73.76,C0094,L0011,Regional
P000330,2025-06-19,96644757B25593504689486,Arabe-Barbe,Femelle,Senior,43.34,C0229,L0071,Regional
P000331,2025-01-10,96644757B21316479060137,Pur-Sang Arabe,M,Junior,73.05,C0265,L0002,National
P000332,2025-07-13,96644757B54306876372793,Pur-Sang Arabe,M,Senior,52.19,C0008,L0014,Regional
P000333,2025-01-19,96644757B89687162507810,Barbe,Female,Loisir,82.82,C0423,L0018,Regional
P000334,2025-12-06,96644757B56432502406176,Anglo-Arabe,M,Elite,72.14,C0338,L0021,Regional
P000335,2025-08-08,96644757B23117375948520,Arabe-Barbe,F,Loisir,78.44,C0036,L0010,Regional
P000336,2025-05-16,96644757B21316479060137,Arabe,Femelle,Senior,58.86,C0421,L0002,National
P000337,2025-06-27,96644757B63064605054668,Anglo-Arabe,Female,Senior,56.34,C0016,L0051,Regional
P000338,2025-08-15,96644757B26045285741175,Arabe,Femelle,Elite,70.85,C0280,L0073,Regional
P000339,2025-04-05,96644757B23117375948520,Arabe,Male,Junior,68.1,C0233,L0010,National
P000340,2025-04-16,96644757B34372354169334,Arabe,Male,Loisir,69.75,C0251,L0023,Regional
P000341,2025-06-02,96644757B18768670389586,Barbe,M,Senior,69.33,C0478,L0038,National
P000342,2025-04-05,96644757B6720908192283,Pur-Sang Arabe,Femelle,Junior,98.0,C0463,L0070,Regional
P000343,2025-10-04,96644757B52871738396395,Barbe,F,Junior,74.97,C0140,L0053,National
P000344,2025-02-07,96644757B70524131405695,Anglo-Arabe,M,Loisir,85.98,C0290,L0058,Regional
P000345,2025-10-29,96644757B53936679900609,Pur-Sang Arabe,Male,Elite,80.14,C0479,L0044,Regional
P000346,2025-05-08,96644757B46616002618727,Anglo-Arabe,Female,Elite,84.58,C0364,L0032,Regional
P000347,2025-07-24,96644757B91342156363380,Arabe-Barbe,Male,Elite,70.5,C0443,L0015,Qualification
P000348,2025-02-27,96644757B60043813814440,Arabe,Male,Senior,52.59,C0217,L0065,Regional
P000349,2025-05-21,96644757B64717664824106,Arabe-Barbe,Female,Elite,64.07,C0142,L0061,Qualification
P000350,2025-10-03,96644757B21316479060137,Arabe,Femelle,Loisir,76.0,C0255,L0002,Qualification
P000351,2025-04-09,96644757B90056368806308,Arabe-Barbe,F,Junior,60.34,C0408,L0054,Regional
P000352,2025-02-18,96644757B26550498921337,Arabe-Barbe,M,Elite,69.62,C0464,L0007,Regional
P000353,2025-07-10,96644757B71822601453569,Arabe,Female,Senior,62.17,C0343,L0056,Regional
P000354,2025-03-01,96644757B84561517472973,Arabe,F,Senior,85.02,C0353,L0062,Qualification
P000355,2025-04-25,96644757B23117375948520,Anglo-Arabe,F,Senior,75.94,C0256,L0010,National
P000356,2025-06-14,96644757B30309850889145,Arabe,Male,Loisir,75.98,C0160,L0033,National
P000357,2025-07-25,96644757B23117375948520,Pur-Sang Arabe,Femelle,Junior,74.66,C0212,L0010,Regional
P000358,2025-08-22,96644757B27397508075839,Arabe,Femelle,Senior,68.63,C0249,L0043,Qualification
P000359,2025-09-04,96644757B6720908192283,Pur-Sang Arabe,M,Elite,72.4,C0407,L0070,Regional
P000360,2025-11-05,96644757B26550498921337,Barbe,Femelle,Junior,59.53,C0278,L0007,Regional
P000361,2025-01-25,96644757B8060198419886,Barbe,Male,Elite,50.43,C0396,L0030,Regional
P000362,2025-05-13,96644757B26045285741175,Arabe-Barbe,M,Loisir,69.74,C0014,L0073,Regional
P000363,2025-01-01,96644757B34372354169334,Barbe,Femelle,Junior,77.91,C0378,L0023,Qualification
P000364,2025-01-04,96644757B23117375948520,Anglo-Arabe,Femelle,Junior,80.53,C0254,L0010,National
P000365,2025-03-19,96644757B99662254658575,Arabe-Barbe,Male,Loisir,86.37,C0499,L0037,Regional
P000366,2025-08-07,96644757B89345886069248,Arabe,Female,Junior,84.23,C0236,L0039,Regional
P000367,2025-11-23,96644757B50122508033550,Barbe,Male,Junior,61.22,C0239,L0050,National
P000368,2025-10-10,96644757B75888110493475,Arabe-Barbe,Femelle,Loisir,67.01,C0064,L0024,National
P000369,2025-08-24,96644757B69656421663665,Anglo-Arabe,F,Loisir,72.4,C0403,L0072,Regional
P000370,2025-10-12,96644757B41522516415054,Arabe-Barbe,Male,Elite,98.0,C0351,L0040,Regional
P000371,2025-03-04,96644757B99920267922653,Arabe-Barbe,Femelle,Senior,83.76,C0431,L0022,National
P000372,2025-11-03,96644757B26045285741175,Anglo-Arabe,Male,Loisir,79.44,C0047,L0073,Qualification
P000373,2025-11-21,96644757B6720908192283,Arabe-Barbe,M,Elite,66.55,C0106,L0070,National
P000374,2025-02-04,96644757B18768670389586,Arabe-Barbe,Femelle,Elite,59.65,C0438,L0038,Regional
P000375,2025-06-21,96644757B21316479060137,Anglo-Arabe,M,Loisir,75.77,C0021,L0002,National
P000376,2025-10-30,96644757B91545835536411,Arabe-Barbe,F,Elite,60.34,C0254,L0045,Regional
P000377,2025-06-23,96644757B80339347175881,Arabe,Femelle,Senior,70.25,C0202,L0042,Qualification
P000378,2025-11-03,96644757B42104761334354,Anglo-Arabe,Femelle,Senior,72.19,C0469,L0012,Regional
P000379,2025-12-08,96644757B62254917052717,Arabe-Barbe,M,Senior,87.6,C0428,L0048,Regional
P000380,2025-06-23,96644757B90795389022281,Barbe,Female,Senior,69.21,C0448,L0064,Regional
P000381,2025-01-22,96644757B35891480133263,Arabe-Barbe,M,Senior,45.66,C0145,L0008,Regional
P000382,2025-05-05,96644757B21870556317795,Anglo-Arabe,Female,Senior,74.63,C0294,L0055,Regional
P000383,2025-03-20,96644757B54259280648674,Arabe-Barbe,M,Loisir,66.65,C0350,L0011,National
P000384,2025-06-23,96644757B1478822582790,Arabe,F,Senior,70.6,C0483,L0057,National
P000385,2025-08-02,96644757B46616002618727,Arabe-Barbe,M,Junior,68.91,C0004,L0032,Qualification
P000386,2025-06-19,96644757B24539393832458,Anglo-Arabe,F,Senior,69.18,C0488,L0001,Regional
P000387,2025-03-13,96644757B26045285741175,Arabe-Barbe,F,Junior,76.15,C0178,L0073,Regional
P000388,2025-04-20,96644757B25654465299878,Arabe-Barbe,M,Elite,55.87,C0065,L0013,Regional
P000389,2025-09-06,96644757B91545835536411,Barbe,F,Senior,66.18,C0308,L0045,Regional
P000390,2025-01-10,96644757B54306876372793,Barbe,M,Senior,81.22,C0390,L0014,Regional
P000391,2025-03-20,96644757B6720908192283,Arabe,F,Loisir,64.29,C0065,L0070,Qualification
P000392,2025-11-22,96644757B71822601453569,Arabe-Barbe,F,Junior,53.0,C0021,L0056,Qualification
P000393,2025-02-06,96644757B64717664824106,Arabe-Barbe,Male,Junior,72.64,C0448,L0061,Regional
P000394,2025-06-01,96644757B30309850889145,Pur-Sang Arabe,F,Loisir,80.69,C0466,L0033,National
P000395,2025-03-17,96644757B698999344864,Pur-Sang Arabe,Male,Senior,73.94,C0078,L0036,National
P000396,2025-02-08,96644757B62254917052717,Arabe,Femelle,Elite,52.06,C0452,L0048,Regional
P000397,2025-06-04,96644757B4563753155162,Arabe,M,Loisir,75.46,C0454,L0059,National
P000398,2025-07-10,96644757B90795389022281,Arabe,Male,Loisir,56.16,C0498,L0064,Regional
P000399,2025-03-06,96644757B21316479060137,Arabe-Barbe,F,Junior,70.97,C0108,L0002,Regional
P000400,2025-01-29,96644757B50122508033550,Pur-Sang Arabe,Femelle,Elite,62.33,C0289,L0050,Qualification
P000401,2025-02-19,96644757B48127384361052,Anglo-Arabe,Female,Elite,59.35,C0497,L0009,National
P000402,2025-08-26,96644757B99920267922653,Pur-Sang Arabe,Male,Junior,64.54,C0451,L0022,Regional
P000403,2025-11-11,96644757B83322507681707,Anglo-Arabe,F,Loisir,69.66,C0302,L0063,Regional
P000404,2025-03-07,96644757B85287588144355,Arabe-Barbe,F,Senior,67.19,C0099,L0019,Qualification
P000405,2025-04-27,96644757B39685617616684,Pur-Sang Arabe,Femelle,Loisir,79.79,C0043,L0060,Regional
P000406,2025-05-06,96644757B63187791317705,Arabe,Femelle,Elite,68.39,C0130,L0035,Qualification
P000407,2025-05-12,96644757B89687162507810,Pur-Sang Arabe,Femelle,Senior,77.93,C0033,L0018,Qualification
P000408,2025-03-31,96644757B9718685225615,Arabe,F,Junior,72.76,C0098,L0026,Regional
P000409,2025-01-21,96644757B41522516415054,Pur-Sang Arabe,Male,Loisir,65.98,C0038,L0040,National
P000410,2025-07-11,96644757B70524131405695,Arabe-Barbe,M,Senior,66.83,C0381,L0058,National
P000411,2025-05-11,96644757B10773066300421,Pur-Sang Arabe,F,Junior,55.18,C0295,L0046,National
P000412,2025-05-05,96644757B6720908192283,Arabe-Barbe,Female,Junior,73.33,C0259,L0070,Regional
P000413,2025-04-07,96644757B99361415702964,Barbe,M,Elite,69.83,C0404,L0066,Regional
P000414,2025-12-06,96644757B1478822582790,Arabe-Barbe,M,Junior,46.45,C0205,L0057,Regional
P000415,2025-08-11,96644757B10773066300421,Barbe,Male,Senior,66.3,C0202,L0046,National
P000416,2025-06-02,96644757B99920267922653,Arabe,M,Elite,59.95,C0104,L0022,National
P000417,2025-03-16,96644757B52167870329218,Pur-Sang Arabe,M,Senior,93.18,C0222,L0031,National
P000418,2025-10-20,96644757B48127384361052,Arabe-Barbe,F,Senior,53.92,C0088,L0009,National
P000419,2025-11-21,96644757B15248572972708,Pur-Sang Arabe,F,Junior,57.82,C0295,L0029,Regional
P000420,2025-01-12,96644757B6720908192283,Anglo-Arabe,M,Loisir,81.53,C0498,L0070,Regional
P000421,2025-12-06,96644757B46616002618727,Barbe,Male,Loisir,83.35,C0266,L0032,National
P000422,2025-09-13,96644757B48127384361052,Arabe-Barbe,Femelle,Senior,63.5,C0150,L0009,National
P000423,2025-02-06,96644757B81090244987905,Barbe,M,Senior,66.72,C0344,L0049,National
P000424,2025-10-02,96644757B26045285741175,Barbe,Femelle,Senior,74.4,C0410,L0073,Regional
P000425,2025-02-09,96644757B99361415702964,Pur-Sang Arabe,Female,Loisir,50.11,C0236,L0066,Regional
P000426,2025-01-19,96644757B56432502406176,Arabe-Barbe,M,Senior,51.83,C0125,L0021,Qualification
P000427,2025-02-12,96644757B63187791317705,Arabe,M,Senior,70.04,C0357,L0035,Regional
P000428,2025-06-17,96644757B41522516415054,Arabe-Barbe,F,Loisir,88.45,C0094,L0040,Regional
P000429,2025-08-15,96644757B85287588144355,Arabe-Barbe,Male,Junior,69.28,C0498,L0019,National
P000430,2025-05-29,96644757B56432502406176,Arabe-Barbe,Male,Senior,71.45,C0159,L0021,National
P000431,2025-02-14,96644757B89687162507810,Barbe,Female,Junior,79.46,C0175,L0018,Qualification
P000432,2025-03-14,96644757B78111329468616,Barbe,Femelle,Elite,92.5,C0363,L0075,Qualification
P000433,2025-11-08,96644757B71822601453569,Pur-Sang Arabe,Female,Senior,63.31,C0007,L0056,National
P000434,2025-12-18,96644757B90795389022281,Pur-Sang Arabe,Male,Loisir,72.59,C0102,L0064,Regional
P000435,2025-10-03,96644757B84561517472973,Anglo-Arabe,Female,Senior,88.22,C0063,L0062,Regional
P000436,2025-02-07,96644757B69656421663665,Pur-Sang Arabe,F,Junior,52.38,C0196,L0072,Qualification
P000437,2025-10-27,96644757B35891480133263,Arabe,F,Loisir,80.33,C0277,L0008,Regional
P000438,2025-09-10,96644757B69343874835814,Pur-Sang Arabe,Male,Loisir,59.77,C0090,L0067,Qualification
P000439,2025-07-12,96644757B53703826618026,Arabe-Barbe,M,Elite,66.17,C0172,L0005,National
P000440,2025-02-22,96644757B698999344864,Arabe,M,Elite,71.96,C0386,L0036,Regional
P000441,2025-12-30,96644757B91545835536411,Arabe,F,Senior,61.77,C0470,L0045,National
P000442,2025-06-11,96644757B92138134403299,Pur-Sang Arabe,F,Elite,62.77,C0008,L0027,National
P000443,2025-01-17,96644757B54259280648674,Arabe,Femelle,Junior,76.4,C0314,L0011,Regional
P000444,2025-03-18,96644757B91342156363380,Barbe,Femelle,Junior,82.36,C0013,L0015,Regional
P000445,2025-05-27,96644757B84561517472973,Pur-Sang Arabe,Femelle,Loisir,68.7,C0260,L0062,National
P000446,2025-01-23,96644757B75888110493475,Arabe,Female,Elite,71.24,C0439,L0024,Regional
P000447,2025-04-29,96644757B75888110493475,Anglo-Arabe,Femelle,Junior,76.25,C0399,L0024,Regional
P000448,2025-06-20,96644757B6720908192283,Pur-Sang Arabe,F,Junior,60.71,C0117,L0070,National
P000449,2025-12-13,96644757B54259280648674,Barbe,Female,Loisir,81.04,C0130,L0011,National
P000450,2025-02-01,96644757B36967765471663,Pur-Sang Arabe,M,Junior,81.77,C0391,L0069,National
P000451,2025-07-30,96644757B6720908192283,Arabe-Barbe,M,Senior,96.46,C0410,L0070,Qualification
P000452,2025-12-01,96644757B91545835536411,Arabe,Femelle,Junior,67.59,C0141,L0045,Qualification
P000453,2025-10-22,96644757B25654465299878,Barbe,Femelle,Junior,66.62,C0002,L0013,Regional
P000454,2025-12-04,96644757B42104761334354,Barbe,Female,Senior,81.02,C0222,L0012,Regional
P000455,2025-03-04,96644757B99920267922653,Barbe,F,Loisir,77.15,C0310,L0022,National
P000456,2025-10-20,96644757B53936679900609,Barbe,Male,Senior,66.35,C0222,L0044,Regional
P000457,2025-12-24,96644757B42104761334354,Pur-Sang Arabe,Male,Senior,69.3,C0467,L0012,Qualification
P000458,2025-04-30,96644757B63187791317705,Arabe,F,Elite,78.26,C0406,L0035,National
P000459,2025-07-02,96644757B48127384361052,Barbe,Male,Senior,62.67,C0394,L0009,Regional
P000460,2025-07-13,96644757B2759448404756,Anglo-Arabe,F,Elite,69.12,C0011,L0041,National
P000461,2025-06-30,96644757B21316479060137,Barbe,Female,Elite,68.78,C0426,L0002,National
P000462,2025-04-16,96644757B90056368806308,Pur-Sang Arabe,M,Elite,80.0,C0377,L0054,Qualification
P000463,2025-12-21,96644757B53703826618026,Arabe-Barbe,Femelle,Elite,59.1,C0199,L0005,Regional
P000464,2025-12-16,96644757B91342156363380,Pur-Sang Arabe,Femelle,Elite,53.98,C0295,L0015,Qualification
P000465,2025-05-19,96644757B54306876372793,Arabe-Barbe,F,Elite,55.22,C0412,L0014,Regional
P000466,2025-10-21,96644757B83322507681707,Anglo-Arabe,M,Elite,58.89,C0453,L0063,National
P000467,2025-05-26,96644757B53703826618026,Arabe,F,Junior,52.02,C0275,L0005,Qualification
P000468,2025-10-18,96644757B30309850889145,Pur-Sang Arabe,Female,Elite,67.92,C0021,L0033,Regional
P000469,2025-08-02,96644757B91545835536411,Pur-Sang Arabe,Femelle,Elite,59.46,C0309,L0045,Regional
P000470,2025-06-21,96644757B89345886069248,Anglo-Arabe,Male,Senior,61.5,C0340,L0039,Qualification
P000471,2025-02-16,96644757B21390270390615,Arabe-Barbe,Male,Loisir,65.15,C0030,L0052,Qualification
P000472,2025-08-27,96644757B64717664824106,Arabe,Male,Senior,61.55,C0408,L0061,Regional
P000473,2025-04-28,96644757B8060198419886,Pur-Sang Arabe,M,Junior,85.52,C0101,L0030,National
P000474,2025-03-21,96644757B83322507681707,Arabe-Barbe,Female,Loisir,78.11,C0445,L0063,Qualification
P000475,2025-03-12,96644757B75888110493475,Arabe-Barbe,Femelle,Junior,70.7,C0275,L0024,Regional
P000476,2025-12-25,96644757B5863178934624,Arabe,F,Senior,67.88,C0161,L0074,National
P000477,2025-02-07,96644757B18768670389586,Pur-Sang Arabe,Male,Senior,64.15,C0030,L0038,Regional
P000478,2025-10-19,96644757B71822601453569,Anglo-Arabe,Femelle,Loisir,72.36,C0009,L0056,Regional
P000479,2025-11-13,96644757B99361415702964,Arabe-Barbe,Female,Senior,79.22,C0370,L0066,Qualification
P000480,2025-01-12,96644757B39685617616684,Arabe-Barbe,F,Elite,64.83,C0189,L0060,Regional
P000481,2025-08-04,96644757B90795389022281,Arabe,Femelle,Elite,73.12,C0420,L0064,Qualification
P000482,2025-07-30,96644757B2759448404756,Arabe-Barbe,M,Elite,52.91,C0116,L0041,National
P000483,2025-05-11,96644757B12662883146655,Arabe-Barbe,Female,Loisir,75.94,C0460,L0004,National
P000484,2025-09-01,96644757B99662254658575,Barbe,Female,Loisir,78.28,C0470,L0037,Regional
